chr	start	end	ID	liftoff	miniprot	lifton	method	mutation
chr17	40116582	40266468	CHS.22059.3	0.0382293762575452	0.0382293762575452	0.918552036199095	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr17	40116582	40266468	CHS.22059.4	0.0354477611940298	0.0354477611940298	0.9240506329113924	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr17	41558611	41568066	CHS.22143.1	0.43359375	0.4269230769230769	0.4707070707070707	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr17	41562356	41568066	CHS.22143.4	0.2668161434977578	0.2662192393736018	0.624113475177305	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr17	41562356	41568066	CHS.22143.5	0.2749445676274945	0.2743362831858407	0.616822429906542	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr17	41562356	41568083	CHS.22143.7	0.4043715846994535	0.4036363636363636	0.5019011406844106	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr17	41961756	41962948	CHS.22171.1	0.0	0.1428571428571428	0.1513513513513513	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr17	44080199	44083358	CHS.22322.16	0.7916666666666666	0.9940828402366864	1.0	LiftOn_chaining_algorithm	synonymous
chr17	48186334	48293365	CHS.22510.3	0.4272959183673469	0.4267515923566879	0.4764331210191083	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr17	48186334	48303979	CHS.22510.4	0.2540132200188857	0.4425051334702258	0.4794661190965092	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr17	57724587	57746838	CHS.22753.31	0.0670995670995671	0.0670995670995671	0.5725	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr17	75663566	75668221	CHS.23215.34	0.7421383647798742	0.7375	0.759493670886076	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr17	75663839	75668235	CHS.23215.40	0.823943661971831	0.8082191780821918	0.8309859154929577	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr17	76560560	76599942	CHS.23271.20	0.2177419354838709	0.2177419354838709	0.3508064516129032	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr17	79208662	79210123	CHS.142943.1	0.1314984709480122	0.1314984709480122	0.5469255663430421	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr18	201009	227325	CHS.128994.5	0.1698113207547169	0.0	0.7989276139410187	Liftoff_truncated	frameshift;stop_codon_gain
chr18	7619097	7624393	CHS.24083.1	0.4876543209876543	0.4876543209876543	0.4938271604938271	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr18	52955423	53619722	CHS.24667.24	0.0064766839378238	0.0038860103626943	0.1578341013824885	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr18	62244099	62389867	CHS.24795.2	0.9271794871794872	0.9262295081967212	0.9329896907216496	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr18	62244099	62389867	CHS.24795.7	0.9271794871794872	0.9262295081967212	0.9329896907216496	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr18	62272263	62389804	CHS.24795.37	0.9627263045793396	0.9627263045793396	0.9658119658119658	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr18	63907377	63928969	CHS.24828.1	0.2244897959183673	0.2239185750636132	0.7073791348600509	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr18	63908033	63928969	CHS.24828.10	0.4093023255813953	0.4093023255813953	0.4697674418604651	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr18	63908033	63928969	CHS.24828.3	0.2244897959183673	0.2239185750636132	0.7073791348600509	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr18	63908033	63928969	CHS.24828.5	0.2885245901639344	0.2875816993464052	0.6241830065359477	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	357975	362745	CHS.143073.1	0.4556962025316455	0.4556962025316455	0.4782608695652174	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	1068660	1071445	CHS.25177.1	0.3215859030837004	0.3201754385964912	0.4342105263157895	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	1068723	1071445	CHS.25177.24	0.2705882352941176	0.2631578947368421	0.4035087719298245	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	2906814	2918459	CHS.25295.5	0.0681431005110732	0.1758241758241758	0.6684981684981685	LiftOn_chaining_algorithm	frameshift;start_lost;stop_codon_gain
chr19	3563635	3571724	CHS.25340.3	0.8223201174743024	0.8223201174743024	0.8406226834692365	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	6350432	6359144	CHS.25460.5	0.2822822822822823	0.281437125748503	0.6129032258064516	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	14747211	14801146	CHS.25908.9	0.9455535390199638	0.9455535390199638	0.9473684210526316	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	16043596	16060810	CHS.25957.10	0.8524229074889867	0.9956043956043956	0.9977973568281938	LiftOn_chaining_algorithm	frameshift;stop_missing
chr19	18553575	18568741	CHS.26095.15	0.8902147971360382	0.8902147971360382	0.9200968523002422	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	19805664	19821015	CHS.26158.1	0.7250755287009063	0.7228915662650602	0.759493670886076	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	19805664	19821015	CHS.26158.3	0.7250755287009063	0.7228915662650602	0.759493670886076	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	19806350	19821015	CHS.26158.6	0.7982261640798226	0.7942477876106194	0.8256880733944955	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	20757899	20799374	CHS.26185.1	0.8882575757575758	0.928030303030303	0.9299242424242424	LiftOn_chaining_algorithm	frameshift;stop_missing
chr19	23879155	23899306	CHS.26269.1	0.2887931034482758	0.2869440459110473	0.3147286821705426	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	23879155	23903425	CHS.26269.2	0.1	0.1	0.1162324649298597	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	42668261	42754836	CHS.26717.10	0.1397342995169082	0.9638354346383544	0.9651625746516256	LiftOn_chaining_algorithm	frameshift;stop_missing
chr19	42668261	42754836	CHS.26717.2	0.1220464135021097	0.9727100142382534	0.973190984578885	LiftOn_chaining_algorithm	frameshift;stop_missing
chr19	42668261	42710598	CHS.26717.23	0.9840857421240664	0.9928548229944788	0.9941539460863916	LiftOn_chaining_algorithm	frameshift
chr19	42668261	42754836	CHS.26717.28	0.1233540503528916	0.967193769176304	0.9676734308636148	LiftOn_chaining_algorithm	frameshift;stop_missing
chr19	43956518	44013960	CHS.143154.1	0.7095709570957096	0.696078431372549	0.7413793103448276	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	45743086	45756176	CHS.26869.4	0.2315035799522673	0.2315035799522673	0.5666666666666667	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	50609496	50615382	CHS.27141.21	0.1494252873563218	0.1477272727272727	0.4204545454545454	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	50609522	50615500	CHS.27141.3	0.1494252873563218	0.1477272727272727	0.4204545454545454	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	51197212	51250019	CHS.27157.67	0.0250696378830083	0.025	0.525	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	51197212	51250053	CHS.27157.84	0.036734693877551	0.036734693877551	0.310204081632653	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	51202167	51235157	CHS.27157.11	0.0722100656455142	0.0656455142231947	0.5754923413566739	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	51202167	51243725	CHS.27157.13	0.0313588850174216	0.0313588850174216	0.4111498257839721	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	51202167	51243725	CHS.27157.14	0.0208333333333333	0.0208333333333333	0.6087962962962963	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	51202167	51250019	CHS.27157.32	0.0313588850174216	0.0313588850174216	0.40625	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	51202167	51250019	CHS.27157.34	0.0313588850174216	0.0313588850174216	0.40625	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	51202167	51250019	CHS.27157.57	0.0208333333333333	0.0207852193995381	0.605080831408776	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	51202167	51243920	CHS.27157.70	0.0208816705336426	0.0208333333333333	0.6064814814814815	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	51202167	51250019	CHS.27157.72	0.1061093247588424	0.0964630225080385	0.375	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	54579849	54590427	CHS.27397.4	0.1013024602026049	0.1018922852983988	0.889261744966443	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	54579849	54590427	CHS.27397.5	0.1277372262773722	0.1277372262773722	0.8659574468085106	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	56988984	57022442	CHS.27518.5	0.8122977346278317	0.8122977346278317	0.8262295081967214	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	57332804	57339689	CHS.27540.6	0.8820895522388059	0.8820895522388059	0.9081163859111792	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	57332866	57339670	CHS.27540.2	0.883480825958702	0.883480825958702	0.9092284417549168	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	58689367	58693778	CHS.27638.8	0.1417910447761194	0.1417910447761194	0.6417910447761194	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr19	60217496	60228591	CHS.27711.4	0.9880823401950164	0.9880823401950164	0.9891657638136512	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr2	18586834	18621687	CHS.28864.2	0.18	0.1797235023041474	0.7680491551459293	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr2	18586834	18621687	CHS.28864.3	0.2906976744186046	0.2906976744186046	0.6533996683250415	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr2	18594985	18621687	CHS.28863.1	0.209090909090909	0.2087114337568058	0.7295825771324864	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr2	18594985	18621687	CHS.28863.2	0.266441821247892	0.265993265993266	0.6767676767676768	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr2	18594985	18621687	CHS.28863.3	0.2868852459016393	0.2864157119476268	0.6579378068739771	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr2	18594985	18621687	CHS.28863.4	0.2892156862745098	0.2887438825448613	0.6557911908646004	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr2	18594985	18621687	CHS.28863.5	0.3062200956937799	0.3057324840764331	0.6401273885350318	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr2	27539204	27566046	CHS.29056.13	0.9514285714285714	0.9514285714285714	0.9542857142857144	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr2	27539204	27566046	CHS.29056.14	0.9514285714285714	0.9514285714285714	0.9542857142857144	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr2	43642726	43773318	CHS.29349.18	0.9750312109862672	0.9750312109862672	0.981203007518797	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr2	74480553	74491106	CHS.29904.8	0.0423280423280423	0.0423280423280423	0.1805111821086262	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr2	85841274	85890965	CHS.30068.10	0.1052631578947368	0.1052631578947368	0.1700404858299595	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr2	90407438	90407751	CHS.167707.1	0.0673076923076923	0.0	0.2019230769230769	Liftoff_truncated	frameshift;stop_codon_gain
chr2	90483951	90484425	CHS.124086.1	0.135593220338983	0.135593220338983	0.2796610169491525	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr2	90485231	90485768	CHS.124087.1	0.0789473684210526	0.0789473684210526	0.2280701754385964	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr2	91752666	91762652	CHS.2787.4	0.5602836879432624	0.0	0.5787545787545788	Liftoff_truncated	frameshift;stop_codon_gain
chr2	95459660	95460094	CHS.128229.1	0.3008130081300813	0.0	0.3474576271186441	Liftoff_truncated	frameshift;stop_codon_gain
chr2	108700880	108721773	CHS.30438.1	0.7328990228013029	0.7328990228013029	0.743421052631579	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr2	108700880	108726194	CHS.30438.6	0.7328990228013029	0.7328990228013029	0.743421052631579	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr2	108700883	108726238	CHS.30438.10	0.7305194805194806	0.7305194805194806	0.740983606557377	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr2	108700883	108721773	CHS.30438.7	0.7305194805194806	0.7305194805194806	0.740983606557377	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr2	108700883	108726238	CHS.30438.8	0.7305194805194806	0.7305194805194806	0.740983606557377	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr2	111646344	111672005	CHS.139800.1	0.3669354838709677	0.3664429530201342	0.6473029045643154	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr2	119267059	119269085	CHS.30646.2	0.3421052631578947	0.3421052631578947	0.521978021978022	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr2	127839386	127845624	CHS.139827.1	0.664	0.6613545816733067	0.6775510204081633	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr2	166655836	166662670	CHS.31266.22	0.0186335403726708	0.0186335403726708	0.9591078066914498	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr2	174884418	174918222	CHS.31389.4	0.9811764705882352	0.9811764705882352	0.9836065573770492	LiftOn_chaining_algorithm	frameshift;stop_missing
chr2	176575607	176578731	CHS.31420.1	0.8045977011494253	0.8045977011494253	0.8274509803921568	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr2	219980876	219983032	CHS.32106.1	0.2481203007518796	0.2481203007518796	0.2941176470588235	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr2	219980876	219983032	CHS.32106.3	0.2481203007518796	0.2481203007518796	0.2941176470588235	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr2	232194997	232197838	CHS.32345.18	0.1824324324324324	0.1824324324324324	0.2628205128205128	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr2	235983538	236343011	CHS.32445.1	0.9408866995073892	0.8058968058968059	0.94320987654321	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr2	238654074	238658616	CHS.32520.12	0.3918918918918919	0.2972972972972973	0.581081081081081	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr20	185041	188196	CHS.32662.1	0.5135135135135135	0.5089285714285714	0.5315315315315315	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr20	18339617	18368084	CHS.33028.100	0.1804812834224599	0.1802403204272363	0.8075253256150506	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr20	18339617	18368084	CHS.33028.125	0.1802403204272363	0.18	0.8063583815028902	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr20	21186759	21305970	CHS.33078.9	0.0180305131761442	0.0180305131761442	0.8912	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr21	2275661	2297970	CHS.57373.1	0.7289156626506024	0.0	0.7349397590361446	Liftoff_truncated	frameshift;stop_codon_gain
chr22	17638610	17684901	CHS.35112.1	0.2822299651567944	0.2817391304347826	0.577391304347826	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr22	17638610	17684793	CHS.35112.16	0.6558704453441295	0.6558704453441295	0.659919028340081	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr22	17638610	17684901	CHS.35112.6	0.2817391304347826	0.28125	0.578125	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr22	17639133	17684678	CHS.35112.17	0.0384615384615384	0.0384615384615384	0.2295805739514348	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr22	19899865	19904386	CHS.35201.8	0.1188118811881188	0.1184210526315789	0.7171052631578947	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr22	19899868	19902178	CHS.35201.3	0.1188118811881188	0.1184210526315789	0.7171052631578947	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr22	19899868	19902178	CHS.35201.7	0.1188118811881188	0.1184210526315789	0.7171052631578947	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr22	20496984	20505663	CHS.35226.21	0.9951219512195122	0.9951219512195122	1.0	LiftOn_chaining_algorithm	synonymous
chr22	22446455	22446758	CHS.174529.1	0.0792079207920792	0.0792079207920792	0.4356435643564356	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr22	22612260	22612555	CHS.174537.1	0.0510204081632653	0.0510204081632653	0.0816326530612244	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr22	23096354	23096653	CHS.174547.1	0.0808080808080808	0.0808080808080808	0.5050505050505051	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr22	23101955	23102418	CHS.129622.1	0.079646017699115	0.0584415584415584	0.1327433628318584	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr22	23123723	23124012	CHS.174549.1	0.0625	0.0	0.1495327102803738	Liftoff_truncated	frameshift;stop_codon_gain
chr22	23161882	23162162	CHS.174551.1	0.1935483870967742	0.1935483870967742	0.2150537634408602	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr22	23170385	23170883	CHS.129633.1	0.1007751937984496	0.1007751937984496	0.1130434782608695	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr22	23279465	23279935	CHS.129644.1	0.1965811965811965	0.1965811965811965	0.2051282051282051	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr22	23318284	23318603	CHS.174559.1	0.2452830188679245	0.2452830188679245	0.2641509433962264	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr22	23333737	23333989	CHS.174565.1	0.1071428571428571	0.0	0.3214285714285714	Liftoff_truncated	frameshift;stop_codon_gain
chr22	23342445	23342768	CHS.174569.1	0.2710280373831775	0.2685185185185185	0.5833333333333334	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr22	24378703	24379973	CHS.35388.2	0.0597014925373134	0.0	0.1824817518248175	Liftoff_truncated	frameshift;start_lost;stop_codon_gain
chr22	26946277	26953472	CHS.35456.9	0.9919354838709676	0.9919678714859438	0.995967741935484	LiftOn_chaining_algorithm	inframe_deletion;stop_missing
chr22	31345291	31371191	CHS.35602.36	0.0833333333333333	0.0833333333333333	0.15359477124183	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr22	31568276	31571067	CHS.35612.5	0.3310344827586207	0.3287671232876712	0.5068493150684932	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr3	28243678	28327207	CHS.36827.2	0.081967213114754	0.0491803278688524	0.5562913907284768	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr3	44507580	44526432	CHS.37078.11	0.9102564102564102	0.9102564102564102	0.912568306010929	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr3	49386555	49387726	CHS.37263.3	0.2764705882352941	0.2748538011695906	0.6549707602339181	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr3	49386555	49387726	CHS.37263.4	0.2315270935960591	0.230392156862745	0.7107843137254902	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr3	111476011	111477791	CHS.37950.1	0.1074380165289256	0.1065573770491803	0.7232142857142857	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr3	115536644	115567808	CHS.38006.5	0.6908396946564885	0.6908396946564885	0.7370517928286853	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr3	115536646	115567808	CHS.38006.2	0.6934865900383141	0.6934865900383141	0.732	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr3	115536646	115567808	CHS.38006.7	0.6934865900383141	0.6934865900383141	0.732	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr3	115536646	115567808	CHS.38006.8	0.7163120567375887	0.7163120567375887	0.7527675276752768	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr3	132825683	132842233	CHS.38356.1	0.7104072398190046	0.7104072398190046	0.7302325581395349	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr3	132837544	132847641	CHS.38356.3	0.4105960264900662	0.4105960264900662	0.5448275862068965	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr3	132837756	132842233	CHS.38356.2	0.4881889763779528	0.4881889763779528	0.5206611570247934	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr3	133089679	133228818	CHS.38367.1	0.9881588999236058	0.9881588999236058	0.9892966360856268	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr3	153354557	153381680	CHS.38679.1	0.2512820512820513	0.25	0.6989795918367347	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr3	186945068	186954838	CHS.39132.3	0.0567765567765567	0.0567765567765567	0.1433506044905008	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr4	123941	157507	CHS.39594.3	0.0021786492374727	0.0	0.1339285714285714	Liftoff_truncated	frameshift;start_lost;stop_codon_gain
chr4	123941	157507	CHS.39594.4	0.0059523809523809	0.0	0.1229166666666666	Liftoff_truncated	frameshift;stop_codon_gain
chr4	154257	157507	CHS.39594.10	0.0021786492374727	0.0	0.1339285714285714	Liftoff_truncated	frameshift;start_lost;stop_codon_gain
chr4	745517	779631	CHS.39623.5	0.7363515312916112	0.8099547511312217	0.8600953895071543	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr4	745517	779631	CHS.39623.6	0.7373333333333333	0.8111782477341389	0.8598726114649682	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr4	3474726	3483605	CHS.39730.2	0.2893258426966292	0.2893258426966292	0.7902298850574713	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr4	39014362	39107015	CHS.40224.29	0.0067934782608695	0.0068493150684931	0.9024767801857584	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr4	39014464	39107015	CHS.40224.3	0.0053475935828877	0.0053821313240043	0.8993788819875776	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr4	39014464	39107015	CHS.40224.4	0.0054764512595837	0.0054764512595837	0.8857868020304569	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr4	39014466	39098791	CHS.40224.31	0.0053705692803437	0.0054054054054054	0.900497512437811	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr4	39014499	39095886	CHS.40224.9	0.0054945054945054	0.0054945054945054	0.8986058301647655	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr4	83896131	84293779	CHS.40775.15	0.0298507462686567	0.6994219653179191	0.7687861271676301	LiftOn_chaining_algorithm	start_lost;inframe_deletion
chr4	102438693	102459340	CHS.40972.2	0.0526315789473684	0.0525	0.63	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr4	102438693	102459340	CHS.40972.3	0.0526315789473684	0.0525	0.63	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr4	106215444	106226872	CHS.41021.12	0.0835820895522388	0.0835820895522388	0.6241830065359477	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr4	154601056	154615763	CHS.41571.2	0.1189189189189189	0.1189189189189189	0.3371757925072046	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr4	154603191	154615763	CHS.41571.3	0.1704834605597964	0.1704834605597964	0.3162162162162162	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr4	155311635	155368391	CHS.41584.2	0.3908045977011494	0.3908045977011494	0.6447368421052632	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr5	104255	181320	CHS.42139.6	0.988322065150584	0.9969287469287468	0.9975414874001228	LiftOn_chaining_algorithm	frameshift;stop_missing
chr5	42678916	42974806	CHS.42718.12	0.963949843260188	0.9640062597809076	0.9655172413793104	LiftOn_chaining_algorithm	frameshift;stop_missing
chr5	42679937	42974806	CHS.42718.18	0.963949843260188	0.9640062597809076	0.9655172413793104	LiftOn_chaining_algorithm	frameshift;stop_missing
chr5	42680466	42974806	CHS.42718.20	0.963949843260188	0.9640062597809076	0.9655172413793104	LiftOn_chaining_algorithm	frameshift;stop_missing
chr5	42803485	42974806	CHS.42718.22	0.963949843260188	0.9640062597809076	0.9655172413793104	LiftOn_chaining_algorithm	frameshift;stop_missing
chr5	42803892	42974806	CHS.42718.23	0.963949843260188	0.9640062597809076	0.9655172413793104	LiftOn_chaining_algorithm	frameshift;stop_missing
chr5	42804998	42974806	CHS.42718.25	0.963949843260188	0.9640062597809076	0.9655172413793104	LiftOn_chaining_algorithm	frameshift;stop_missing
chr5	42805522	42974806	CHS.42718.26	0.963949843260188	0.9640062597809076	0.9655172413793104	LiftOn_chaining_algorithm	frameshift;stop_missing
chr5	42820795	42974806	CHS.42718.27	0.963949843260188	0.9640062597809076	0.9655172413793104	LiftOn_chaining_algorithm	frameshift;stop_missing
chr5	42821198	42974806	CHS.42718.28	0.9220338983050848	0.9152542372881356	0.9254237288135592	LiftOn_chaining_algorithm	frameshift;stop_missing
chr5	71667421	71678177	CHS.43099.1	0.0501174628034455	0.0	0.9333333333333332	Liftoff_truncated	frameshift;stop_codon_gain
chr5	71688722	71699288	CHS.43088.1	0.0501174628034455	0.0	0.9333333333333332	Liftoff_truncated	frameshift;stop_codon_gain
chr5	76115726	76152917	CHS.43191.23	0.8402555910543131	0.8402555910543131	0.8434504792332268	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr5	97261648	97308744	CHS.43474.1	0.6261398176291794	0.6242424242424243	0.6529535864978903	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr5	97261648	97308744	CHS.43474.3	0.6261398176291794	0.6242424242424243	0.6529535864978903	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr5	97269151	97308934	CHS.43474.12	0.6242424242424243	0.6236125126135217	0.6519453207150369	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr5	97275315	97308744	CHS.43474.14	0.6306122448979592	0.6299694189602446	0.6588735387885228	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr5	97275315	97314923	CHS.43474.15	0.6306122448979592	0.6299694189602446	0.6588735387885228	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr5	97276740	97308744	CHS.43474.38	0.6299694189602446	0.6299694189602446	0.6571125265392781	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr5	139893271	139910647	CHS.44081.6	0.0106194690265486	0.0106007067137809	0.9346289752650176	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr5	139893271	139910647	CHS.44081.7	0.0112570356472795	0.0112359550561797	0.9307116104868914	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr5	139893271	139911500	CHS.44081.8	0.1432469304229195	0.1430517711171662	0.8147138964577657	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr5	139893271	139910647	CHS.44081.9	0.0099009900990099	0.0098846787479406	0.9390444810543658	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr5	141075498	141082904	CHS.44126.1	0.4375	0.4354066985645933	0.5311004784688995	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr5	141217070	141224644	CHS.44138.14	0.1415525114155251	0.1415525114155251	0.1486486486486486	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr5	148704264	148706701	CHS.44325.6	0.3814432989690721	0.3877551020408163	0.4020618556701031	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
